id,region,price,year,manufacturer,model,condition,fuel,transmission,drive;
7303738834,anchorage / mat-su,24991,2018.0,volkswagen,passat,,gas,other,fwd;
7303728291,anchorage / mat-su,27995,2011.0,chevrolet,silverado,,diesel,automatic,4wd;
7303719196,anchorage / mat-su,28888,2019.0,infiniti,q70,,gas,automatic,4wd;
7303718963,anchorage / mat-su,22995,2014.0,mazda,mx-5 miata,,gas,automatic,rwd;
7303718931,anchorage / mat-su,33999,2018.0,bmw,x2 xdrive28i,,gas,other,4wd;
7303718820,anchorage / mat-su,27995,2019.0,jeep,compass,,gas,automatic,4wd;
7303718560,anchorage / mat-su,26600,2020.0,jeep,renegade,,gas,other,4wd;
7303715605,anchorage / mat-su,19991,2014.0,dodge,durango,,gas,automatic,rwd;
7303698923,anchorage / mat-su,27555,2016.0,ford,flex,,gas,automatic,4wd;
7303698896,anchorage / mat-su,38983,2020.0,gmc,acadia,,gas,other,4wd;
7303698718,anchorage / mat-su,41914,2019.0,ram,all-new 1500,,gas,other,4wd;
7303698595,anchorage / mat-su,25499,2019.0,volkswagen,tiguan,,gas,other,4wd;
7303698422,anchorage / mat-su,34995,2018.0,ram,1500,,diesel,automatic,4wd;
7303698194,anchorage / mat-su,29995,2018.0,honda,cr-v,,gas,automatic,4wd;
7303697227,anchorage / mat-su,30700,2017.0,chevrolet,silverado 1500,,gas,other,4wd;
7303678279,anchorage / mat-su,17988,2017.0,mini,cooper clubman,,gas,automatic,4wd;
7303678150,anchorage / mat-su,9996,2008.0,chevrolet,express passenger,,gas,automatic,4wd;
7303677885,anchorage / mat-su,23999,2018.0,chrysler,300,,gas,automatic,;
7303677789,anchorage / mat-su,21999,2014.0,ford,explorer,,gas,automatic,4wd;
7303677636,anchorage / mat-su,10999,2009.0,cadillac,cts,,gas,automatic,;
7303677539,anchorage / mat-su,6999,2007.0,dodge,caliber,,gas,automatic,fwd;
7303677390,anchorage / mat-su,0,2014.0,ford,escape,,gas,automatic,4wd;
7303677300,anchorage / mat-su,12999,2013.0,nissan,rogue,,gas,automatic,;
7303677125,anchorage / mat-su,43999,2015.0,chevrolet,silverado,,gas,automatic,4wd;
7303676984,anchorage / mat-su,14999,2008.0,rover,sport,,gas,automatic,4wd;
7303676822,anchorage / mat-su,12999,2012.0,toyota,rav4,,gas,automatic,4wd;
7303676632,anchorage / mat-su,5999,2007.0,ford,taurus,,gas,automatic,fwd;
7303676311,anchorage / mat-su,23932,2019.0,nissan,altima,,gas,automatic,fwd;
7303676118,anchorage / mat-su,32923,2019.0,jeep,grand cherokee,,gas,other,4wd;
7303675935,anchorage / mat-su,29992,2018.0,chrysler,pacifica,,gas,other,fwd;
7303675411,anchorage / mat-su,27499,2017.0,jeep,grand cherokee,,gas,other,4wd;
7303675318,anchorage / mat-su,17995,2016.0,chevrolet,malibu,,gas,automatic,fwd;
7303674042,anchorage / mat-su,10995,2012.0,jeep,patriot,,gas,automatic,4wd;
7303674035,anchorage / mat-su,30499,2017.0,bmw,430i,,gas,other,rwd;
7303519361,anchorage / mat-su,3000,2004.0,ram,1500,fair,gas,automatic,4wd;
7303499534,anchorage / mat-su,11995,2016.0,honda,civic lx,good,gas,automatic,fwd;
7303498724,anchorage / mat-su,26999,2013.0,ford,f150 supercrew cab,,other,automatic,4wd;
7303498616,anchorage / mat-su,8900,2000.0,ford,f150 super cab,,gas,automatic,4wd;
7303492405,anchorage / mat-su,19900,2013.0,ram,1500,,gas,other,4wd;
7303487322,anchorage / mat-su,8950,2011.0,toyota,camry xle,excellent,gas,automatic,;
7303485579,anchorage / mat-su,27900,2019.0,ford,edge,,gas,other,4wd;
7303477843,anchorage / mat-su,26900,2015.0,lexus,nx 200t,,gas,other,4wd;
7303469342,anchorage / mat-su,23888,2013.0,ford,f-150,,gas,automatic,4wd;
7303469276,anchorage / mat-su,29999,2014.0,ram,1500 crew cab,,other,automatic,4wd;
7303463091,anchorage / mat-su,38995,2017.0,nissan,titan,,gas,automatic,4wd;
7303459780,anchorage / mat-su,15988,2014.0,chevrolet,equinox,,gas,automatic,fwd;
7303449571,anchorage / mat-su,17999,2020.0,chevrolet,trax,,gas,automatic,4wd;
7303435037,anchorage / mat-su,8995,2013.0,hyundai,elantra,excellent,gas,manual,fwd;
7303425096,anchorage / mat-su,1100,2007.0,honda,accord,,gas,automatic,;
7303404448,anchorage / mat-su,15995,2015.0,volkswagen,cc r-line,excellent,gas,automatic,fwd;
7303404401,anchorage / mat-su,55995,2019.0,audi,sq5 prestige awd,excellent,gas,automatic,4wd;
7303404377,anchorage / mat-su,25995,2018.0,ford,transit,excellent,gas,automatic,fwd;
7303404331,anchorage / mat-su,52995,2020.0,jeep,grand cherokee summit 4x4,excellent,gas,automatic,4wd;
7303404301,anchorage / mat-su,19995,2017.0,honda,accord sedan lx,excellent,gas,automatic,fwd;
7303404268,anchorage / mat-su,34995,2017.0,cadillac,ct6 premium luxury awd,excellent,gas,automatic,4wd;
7303404176,anchorage / mat-su,28995,2020.0,mazda,cx-5 grand touring awd,excellent,gas,automatic,4wd;
7303404162,anchorage / mat-su,48995,2019.0,audi,q7 se premium plus,excellent,gas,automatic,4wd;
7303404095,anchorage / mat-su,52995,2016.0,rover,sport,excellent,gas,automatic,4wd;
7303404067,anchorage / mat-su,9995,2013.0,chrysler,200 touring,excellent,gas,automatic,fwd;
7303403844,anchorage / mat-su,25995,2015.0,mercedes-benz,benz gla250 4matic awd,excellent,gas,automatic,4wd;
7303403812,anchorage / mat-su,22995,2019.0,mazda,6 touring,excellent,gas,automatic,fwd;
7303403742,anchorage / mat-su,24995,2015.0,audi,s3,excellent,gas,automatic,4wd;
7303403722,anchorage / mat-su,21995,2012.0,volkswagen,touareg lux 4x4,excellent,diesel,automatic,4wd;
7303400425,anchorage / mat-su,12499,2009.0,honda,odyssey,,gas,automatic,fwd;
7303393333,anchorage / mat-su,29995,2014.0,chevrolet,silverado,,other,automatic,4wd;
7303386402,anchorage / mat-su,16995,2013.0,honda,odyssey,,gas,automatic,fwd;
7303379352,anchorage / mat-su,10995,2002.0,chevrolet,astro van,,gas,automatic,4wd;
7303373703,anchorage / mat-su,6200,2009.0,honda,accord ex-l,good,gas,automatic,fwd;
7303371899,anchorage / mat-su,20995,2015.0,gmc,acadia,,gas,automatic,;
7303361638,anchorage / mat-su,39995,2016.0,ram,2500,,diesel,automatic,4wd;
7303360697,anchorage / mat-su,24500,2014.0,gmc,sierra 1500,like new,gas,automatic,;
7303358336,anchorage / mat-su,13999,2016.0,mazda,mazda3,,gas,automatic,fwd;
7303350931,anchorage / mat-su,32995,2017.0,ram,1500,,gas,automatic,fwd;
7303348492,anchorage / mat-su,13995,2017.0,hyundai,sonata 2.4l,excellent,gas,automatic,fwd;
7303346490,anchorage / mat-su,19995,2018.0,volkswagen,golf s,excellent,gas,automatic,4wd;
7303343331,anchorage / mat-su,19200,2017.0,dodge,charger,good,gas,automatic,4wd;
7303341172,anchorage / mat-su,26991,2020.0,ford,fusion,,gas,automatic,4wd;
7303339593,anchorage / mat-su,25995,2013.0,ford,f-150,,gas,automatic,4wd;
7303328102,anchorage / mat-su,10995,2004.0,chevrolet,express,,gas,automatic,fwd;
7303327901,anchorage / mat-su,17999,2016.0,jeep,cherokee latitude,good,gas,automatic,4wd;
7303326501,anchorage / mat-su,64995,2017.0,ford,f-450 dually lariat,excellent,diesel,automatic,4wd;
7303326503,anchorage / mat-su,20999,2019.0,hyundai,tucson se awd,excellent,gas,automatic,4wd;
7303326079,anchorage / mat-su,15999,2018.0,hyundai,elantra se,excellent,gas,automatic,fwd;
7303325544,anchorage / mat-su,26999,2013.0,ford,e 350,good,gas,automatic,rwd;
7303323914,anchorage / mat-su,27999,2019.0,chrysler,300 awd,excellent,gas,automatic,4wd;
7303323407,anchorage / mat-su,29500,2015.0,chevrolet,silverado,excellent,gas,automatic,4wd;
7303322816,anchorage / mat-su,22500,2019.0,chevrolet,equinox ls awd,excellent,gas,automatic,4wd;
7303322152,anchorage / mat-su,37999,2017.0,cadillac,xt5 platinum awd,like new,gas,automatic,4wd;
7303319353,anchorage / mat-su,5000,1985.0,,American Motor Company,,gas,automatic,4wd;
7303316585,anchorage / mat-su,24995,1966.0,ford,mustang,,gas,automatic,;
7303306508,anchorage / mat-su,9999,2010.0,subaru,impreza,,gas,automatic,;
7303305251,anchorage / mat-su,22995,2012.0,chevrolet,tahoe,,other,automatic,4wd;
7303302748,anchorage / mat-su,24499,2019.0,buick,encore essence awd,like new,gas,automatic,4wd;
7303302234,anchorage / mat-su,24999,2016.0,audi,a4 premium plus awd,excellent,gas,automatic,4wd;
7303301718,anchorage / mat-su,11999,2015.0,fiat,500l pop hatchback,excellent,gas,automatic,fwd;
7303300632,anchorage / mat-su,8500,2007.0,ford,f250,excellent,gas,automatic,4wd;
7303292173,anchorage / mat-su,23995,2013.0,ford,f-150,,other,automatic,4wd;
7303287434,anchorage / mat-su,21991,2020.0,kia,soul,,gas,automatic,fwd;
7303287402,anchorage / mat-su,23995,2013.0,ford,f-150,,other,automatic,4wd;
7303272137,anchorage / mat-su,26995,2016.0,ford,f-150,,gas,automatic,4wd;
7303269726,anchorage / mat-su,17999,2012.0,toyota,rav4,,gas,automatic,4wd;
7303269334,anchorage / mat-su,18991,2020.0,kia,forte,,gas,automatic,fwd;
7303263197,anchorage / mat-su,18999,2014.0,chevrolet,tahoe lt 4x4,good,gas,automatic,4wd;
7303259778,anchorage / mat-su,18495,2013.0,dodge,durango,,gas,automatic,;
7303243211,anchorage / mat-su,9995,2013.0,honda,civic,,gas,automatic,;
7303233743,anchorage / mat-su,11700,2015.0,kia,sorento,,gas,other,4wd;
7303232535,anchorage / mat-su,17999,2017.0,hyundai,sonata,,gas,automatic,fwd;
7303230847,anchorage / mat-su,0,2006.0,ram,3500,,diesel,manual,4wd;
7303229280,anchorage / mat-su,31995,2010.0,chevrolet,silverado,,gas,automatic,4wd;
7303216634,anchorage / mat-su,29100,2017.0,chevrolet,colorado,,gas,other,4wd;
7303215176,anchorage / mat-su,30550,2017.0,mercedes-benz,c 300,,gas,automatic,4wd;
7303213848,anchorage / mat-su,20991,2017.0,kia,niro,,hybrid,automatic,fwd;
7303203511,anchorage / mat-su,31995,2013.0,chevrolet,silverado,,diesel,automatic,4wd;
7303192332,anchorage / mat-su,36687,2017.0,toyota,tacoma,,gas,automatic,4wd;
7303192173,anchorage / mat-su,9800,2014.0,volkswagen,jetta,,gas,other,fwd;
7303190249,anchorage / mat-su,11991,2015.0,kia,rio,,gas,automatic,fwd;
7303176120,anchorage / mat-su,39993,2018.0,chevrolet,silverado 1500,,gas,other,4wd;
7303175726,anchorage / mat-su,33888,2014.0,chevrolet,silverado 1500,,gas,automatic,4wd;
7303175676,anchorage / mat-su,37973,2017.0,ford,f-150,,gas,automatic,4wd;
7303171203,anchorage / mat-su,6500,2017.0,fiat,500,,gas,other,fwd;
7303158795,anchorage / mat-su,1100,2005.0,chevrolet,trailblazer,good,gas,automatic,4wd;
7303153735,anchorage / mat-su,37500,2016.0,ram,3500,good,gas,automatic,4wd;
7303150623,anchorage / mat-su,17974,2018.0,chevrolet,cruze,,gas,other,fwd;
7303150537,anchorage / mat-su,8998,2015.0,jeep,compass,,gas,other,4wd;
7303150483,anchorage / mat-su,5988,2010.0,,Suzuki SX4,,gas,manual,fwd;
7303150370,anchorage / mat-su,26962,2014.0,ram,1500,,gas,other,4wd;
7303150146,anchorage / mat-su,15951,2012.0,gmc,acadia,,gas,other,4wd;
7303077641,anchorage / mat-su,14999,2011.0,ford,edge,,gas,automatic,;
7303077484,anchorage / mat-su,21999,2014.0,toyota,rav4,,gas,automatic,;
7303001537,anchorage / mat-su,14995,2008.0,ford,f350,fair,diesel,automatic,4wd;
7302980686,anchorage / mat-su,47500,2016.0,bmw,x5 m,good,gas,automatic,;
7302915665,anchorage / mat-su,21194,2017.0,nissan,pathfinder,,gas,automatic,4wd;
7302915521,anchorage / mat-su,14194,2017.0,chevrolet,cruze,,gas,other,fwd;
7302915219,anchorage / mat-su,26995,2013.0,chevrolet,silverado 1500,,,automatic,4wd;
7302910841,anchorage / mat-su,39995,,,a Tacoma,,gas,automatic,4wd;
7302901816,anchorage / mat-su,145000,2014.0,,freightliner m2 106,like new,diesel,automatic,4wd;
7302900513,anchorage / mat-su,54000,2018.0,tesla,s,excellent,electric,automatic,4wd;
7302871721,anchorage / mat-su,24995,1966.0,ford,mustang,,gas,manual,;
7302864841,anchorage / mat-su,20995,2018.0,kia,sportage,,gas,automatic,4wd;
7302857796,anchorage / mat-su,10995,2011.0,ford,expedition,,other,automatic,4wd;
7302850573,anchorage / mat-su,24995,2007.0,chevrolet,silverado,,gas,automatic,4wd;
7302849789,anchorage / mat-su,24995,2020.0,toyota,camry se,excellent,gas,automatic,fwd;
7302849748,anchorage / mat-su,9495,2012.0,chevrolet,volt hatchback,excellent,hybrid,automatic,fwd;
7302849716,anchorage / mat-su,25995,2019.0,subaru,crosstrek,excellent,gas,automatic,4wd;
7302849686,anchorage / mat-su,34995,2017.0,mercedes-benz,e300,excellent,gas,automatic,4wd;
7302849617,anchorage / mat-su,19995,2014.0,cadillac,xts platinum,excellent,gas,automatic,4wd;
7302849553,anchorage / mat-su,26995,2018.0,honda,accord,excellent,gas,automatic,fwd;
7302849525,anchorage / mat-su,37995,2017.0,bmw,x4 m-sport awd,excellent,gas,automatic,4wd;
7302840343,anchorage / mat-su,24995,2013.0,ford,f-250,,other,automatic,4wd;
7302829943,anchorage / mat-su,39995,2015.0,ram,2500,,gas,automatic,4wd;
7302818764,anchorage / mat-su,21995,2014.0,ford,f-150,,other,automatic,4wd;
7302807399,anchorage / mat-su,27995,2013.0,ford,f-150,,other,automatic,4wd;
7302795765,anchorage / mat-su,9995,2007.0,honda,cr-v,,gas,automatic,4wd;
7302782957,anchorage / mat-su,10995,2014.0,chevrolet,cruze,,gas,automatic,;
7302779934,anchorage / mat-su,98995,2017.0,porsche,panamera turbo,excellent,gas,automatic,4wd;
7302778352,anchorage / mat-su,22995,2015.0,mercedes-benz,glk350,excellent,gas,automatic,4wd;
7302776029,anchorage / mat-su,39995,2020.0,acura,mdx,like new,gas,automatic,fwd;
7302766920,anchorage / mat-su,26995,2020.0,kia,sportage ex,excellent,gas,automatic,4wd;
7302764403,anchorage / mat-su,19500,2012.0,jeep,wrangler sport,good,gas,automatic,4wd;
7302762278,anchorage / mat-su,25995,2016.0,honda,cr-v,,gas,automatic,fwd;
7302746931,anchorage / mat-su,18995,2018.0,nissan,rogue,,gas,automatic,fwd;
7302733973,anchorage / mat-su,25999,2014.0,ford,f-150 stx,good,gas,automatic,4wd;
7302731369,anchorage / mat-su,14995,2014.0,honda,cr-v,,gas,automatic,;
7302714941,anchorage / mat-su,22995,2019.0,dodge,journey,,gas,automatic,;
7302698810,anchorage / mat-su,1900,1977.0,ford,,,gas,manual,;
7302698392,anchorage / mat-su,20995,2019.0,dodge,grand caravan,,other,automatic,fwd;
7302682068,anchorage / mat-su,26995,2014.0,gmc,sierra,,other,automatic,4wd;
7302668045,anchorage / mat-su,79900,2020.0,chrysler,pacifica touring l plus,new,gas,automatic,fwd;
7302453858,anchorage / mat-su,34995,2015.0,chevrolet,silverado 1500,like new,gas,automatic,4wd;
7302453846,anchorage / mat-su,9995,2012.0,chevrolet,malibu,like new,gas,automatic,fwd;
7302453825,anchorage / mat-su,16995,2016.0,dodge,journey sxt,like new,gas,automatic,;
7302453816,anchorage / mat-su,13995,2016.0,dodge,journey se,like new,gas,automatic,;
7302453809,anchorage / mat-su,14995,2016.0,fiat,500x,like new,gas,automatic,fwd;
7302453802,anchorage / mat-su,19995,2004.0,harley-davidson,davidson,excellent,diesel,automatic,4wd;
7302453793,anchorage / mat-su,37995,2015.0,ford,f150 lariat supercrew 4x4,like new,gas,automatic,4wd;
7302453777,anchorage / mat-su,39995,2017.0,ford,f-250,like new,gas,automatic,4wd;
7302350057,anchorage / mat-su,24995,2015.0,bmw,328i gt xdrive awd,excellent,gas,automatic,4wd;
7302349882,anchorage / mat-su,33995,2018.0,bmw,330i gt m-sport awd,excellent,gas,automatic,4wd;
7302349793,anchorage / mat-su,16425,2019.0,chevrolet,cruze lt hatchback,excellent,gas,automatic,fwd;
7302349775,anchorage / mat-su,19995,2019.0,buick,encore,excellent,gas,automatic,4wd;
7302349736,anchorage / mat-su,25995,2014.0,lexus,is350,excellent,gas,automatic,4wd;
7302349688,anchorage / mat-su,48995,2014.0,rover,sc,excellent,gas,automatic,4wd;
7302349554,anchorage / mat-su,16995,2017.0,kia,soul !,excellent,gas,automatic,fwd;
7302349524,anchorage / mat-su,41995,2020.0,subaru,wrx sti,excellent,gas,manual,4wd;
7302349498,anchorage / mat-su,16995,2017.0,jeep,renegade sport 4x4,excellent,gas,automatic,4wd;
7302349359,anchorage / mat-su,31995,2016.0,bmw,x5 xdrive40e awd,excellent,hybrid,automatic,4wd;
7302349327,anchorage / mat-su,26995,2017.0,audi,q5 premium plus awd,excellent,gas,automatic,4wd;
7302349298,anchorage / mat-su,49995,2019.0,lincoln,nautilus black label,excellent,gas,automatic,4wd;
7302349138,anchorage / mat-su,23995,2018.0,mazda,6 grand touring,excellent,gas,automatic,fwd;
7302347350,anchorage / mat-su,20995,2019.0,dodge,grand caravan,,other,automatic,fwd;
7302340265,anchorage / mat-su,18995,2019.0,dodge,grand caravan,,other,automatic,fwd;
7302330523,anchorage / mat-su,18995,2016.0,nissan,rogue,,gas,automatic,fwd;
7302320159,anchorage / mat-su,19995,2018.0,jeep,cherokee,,gas,automatic,fwd;
7302309618,anchorage / mat-su,29995,2019.0,nissan,pathfinder,,gas,automatic,4wd;
7302306702,anchorage / mat-su,36975,2016.0,ford,f150 xlt 4x4,,gas,automatic,;
7302298246,anchorage / mat-su,22995,2016.0,honda,odyssey,,gas,automatic,fwd;
7302291752,anchorage / mat-su,11995,2008.0,toyota,tundra crewmax,,gas,automatic,4wd;
7302287974,anchorage / mat-su,40475,2018.0,chevrolet,silverado 1500 lt,,gas,automatic,;
7302284982,anchorage / mat-su,25475,2019.0,chevrolet,equinox lt,,gas,automatic,;
7302282948,anchorage / mat-su,56475,2018.0,tesla,model s 75d,,electric,automatic,;
7302275036,anchorage / mat-su,31995,2019.0,toyota,highlander,,gas,automatic,4wd;
7302264175,anchorage / mat-su,56975,2019.0,ram,1500 longhorn,,gas,automatic,;
7302262961,anchorage / mat-su,22995,2014.0,chevrolet,silverado,,other,automatic,4wd;
7302261064,anchorage / mat-su,31475,2020.0,hyundai,santa fe,,gas,automatic,;
7302250473,anchorage / mat-su,30995,2015.0,ford,f-150,,other,automatic,4wd;
7302246780,anchorage / mat-su,36975,2019.0,jeep,grand cherokee limited 4x4,,gas,automatic,;
7302238458,anchorage / mat-su,29995,2017.0,jeep,grand cherokee,,gas,automatic,4wd;
7302229473,anchorage / mat-su,34500,2019.0,dodge,charger,,gas,automatic,;
7302225681,anchorage / mat-su,5500,1991.0,chevrolet,gmt-400,,gas,manual,fwd;
7302219481,anchorage / mat-su,31995,2020.0,toyota,rav4,,gas,automatic,4wd;
7302217439,anchorage / mat-su,28700,2016.0,jeep,grand cherokee,,diesel,automatic,4wd;
7302211978,anchorage / mat-su,26495,2015.0,dodge,charger,,gas,automatic,;
7302202870,anchorage / mat-su,26495,2015.0,dodge,charger,,gas,automatic,;
7302185991,anchorage / mat-su,9995,2013.0,honda,civic,,gas,automatic,;
7302184210,anchorage / mat-su,8200,2010.0,dodge,charger,excellent,gas,automatic,rwd;
7302169112,anchorage / mat-su,31995,2013.0,chevrolet,silverado,,diesel,automatic,4wd;
7302057392,anchorage / mat-su,45988,2018.0,ford,f-150,,gas,automatic,4wd;
7301944985,anchorage / mat-su,6000,2013.0,kia,soul,excellent,gas,automatic,fwd;
7301933552,anchorage / mat-su,1700,2009.0,toyota,camry hybrid,good,gas,automatic,fwd;
7301933067,anchorage / mat-su,1700,2009.0,toyota,camry hybrid,good,gas,automatic,fwd;
7301842154,anchorage / mat-su,58500,2020.0,toyota,tundra,like new,gas,automatic,4wd;
7301754635,anchorage / mat-su,28995,2020.0,hyundai,santa fe,,gas,automatic,;
7301754606,anchorage / mat-su,15995,2013.0,bmw,x5,,gas,automatic,;
7301754574,anchorage / mat-su,10495,2016.0,ford,c-max hybrid,,hybrid,automatic,fwd;
7301754541,anchorage / mat-su,19995,2013.0,jeep,wrangler,,gas,automatic,4wd;
7301754515,anchorage / mat-su,13995,2014.0,mini,paceman,,gas,manual,;
7301742154,anchorage / mat-su,34900,2015.0,jaguar,xjl portfolio,,other,automatic,rwd;
7301742102,anchorage / mat-su,26900,2014.0,mercedes-benz,e 350,,gas,automatic,rwd;
7301742033,anchorage / mat-su,39900,2017.0,rover,evoque convertible hse dynamic,,gas,automatic,4wd;
7301741980,anchorage / mat-su,14900,1985.0,toyota,celica gt-s convertible,,gas,automatic,rwd;
7301656000,anchorage / mat-su,40988,2019.0,ford,f-150,,gas,automatic,4wd;
7316836640,fairbanks,59000,2019.0,chevrolet,camaro zl1,new,gas,automatic,rwd;
7316835433,fairbanks,21999,2015.0,volvo,xc60,,gas,automatic,;
7316812468,fairbanks,18500,2012.0,bmw,x6 35i,excellent,gas,automatic,4wd;
7316810443,fairbanks,3995,1984.0,chevrolet,k5 blazer,good,gas,automatic,4wd;
7316804443,fairbanks,19500,2005.0,ford,f350,,diesel,automatic,;
7316470928,fairbanks,15000,2003.0,gmc,sierra 2500hd,good,diesel,automatic,;
7316439243,fairbanks,14200,2012.0,toyota,rav4,excellent,gas,automatic,4wd;
7316433273,fairbanks,25500,2012.0,chevrolet,silverado 2500hd,good,gas,automatic,4wd;
7316388193,fairbanks,79099,2006.0,dodge,srt 10,,gas,automatic,;
7316385275,fairbanks,1500,1999.0,chevrolet,silverado 1500,fair,gas,automatic,4wd;
7316309121,fairbanks,14000,2014.0,subaru,outback,good,gas,automatic,4wd;
7316081564,fairbanks,36950,2015.0,jeep,wrangler unlimited rubicon,excellent,gas,manual,4wd;
7316022341,fairbanks,2995,2001.0,buick,century,excellent,gas,automatic,rwd;
7316000482,fairbanks,36000,2018.0,toyota,tacoma,excellent,gas,automatic,4wd;
7315925789,fairbanks,5500,1999.0,chevrolet,z71,like new,gas,automatic,4wd;
7315908434,fairbanks,59999,2020.0,gmc,yukon xl,new,gas,automatic,4wd;
7315907177,fairbanks,5500,2005.0,honda,odyssey,good,gas,manual,rwd;
7315720789,fairbanks,48695,2019.0,chevrolet,tahoe,good,gas,automatic,4wd;
7315720773,fairbanks,22995,2019.0,nissan,altima,good,gas,automatic,fwd;
7315720777,fairbanks,25695,2020.0,ford,fusion,good,gas,automatic,;
7315617256,fairbanks,10900,2013.0,ford,taurus,,gas,automatic,;
7315617086,fairbanks,5900,2003.0,ford,explorer,,other,automatic,4wd;
7315616966,fairbanks,2500,2008.0,nissan,sentra,,gas,automatic,;
7315616680,fairbanks,12900,2007.0,,HUMMER H3,,gas,automatic,4wd;
7315616498,fairbanks,8900,2006.0,lexus,gs,,gas,,;
7315616389,fairbanks,7900,2012.0,chevrolet,impala,,gas,automatic,fwd;
7315616316,fairbanks,5900,1995.0,ford,bronco,,gas,automatic,4wd;
7315616261,fairbanks,7900,2005.0,dodge,dakota club cab,,gas,automatic,4wd;
7315616159,fairbanks,15900,2010.0,toyota,venza,,gas,automatic,;
7315616038,fairbanks,7900,2000.0,ford,f150 super cab,,gas,automatic,4wd;
7315615895,fairbanks,11900,2016.0,jeep,patriot,,gas,manual,4wd;
7315615799,fairbanks,24900,2015.0,bmw,4 series,,gas,automatic,;
7315615661,fairbanks,28900,2019.0,subaru,outback,,gas,automatic,;
7315610683,fairbanks,38999,2019.0,chevrolet,silverado 2500 hd 4x4,like new,gas,automatic,4wd;
7315484827,fairbanks,14500,2014.0,jeep,compass limited,good,gas,automatic,fwd;
7315482445,fairbanks,14000,2014.0,toyota,venza le,good,gas,automatic,4wd;
7315452950,fairbanks,14000,2003.0,jeep,wrangler x,good,gas,manual,4wd;
7315438776,fairbanks,500,2008.0,,scion xb,fair,gas,automatic,fwd;
7315412485,fairbanks,16995,2009.0,dodge,challenger,excellent,gas,manual,rwd;
7315412394,fairbanks,21995,2014.0,ford,mustang,excellent,gas,manual,rwd;
7315412288,fairbanks,15995,2013.0,subaru,impreza sedan wrx,excellent,gas,manual,4wd;
7315412175,fairbanks,16995,2009.0,subaru,impreza wagon wrx,excellent,gas,manual,4wd;
7315349814,fairbanks,13900,2010.0,ram,1500,excellent,gas,automatic,4wd;
7315226107,fairbanks,17499,2014.0,nissan,maxima,,gas,automatic,fwd;
7315201258,fairbanks,14200,2017.0,jeep,grand cherokee,new,gas,automatic,4wd;
7315182317,fairbanks,4500,1969.0,,International scout,fair,gas,manual,4wd;
7315161288,fairbanks,25399,2011.0,gmc,sierra 1500 crew cab,,other,automatic,;
7315161263,fairbanks,31999,2014.0,ford,f150 supercrew cab,,other,automatic,4wd;
7315161179,fairbanks,30999,2014.0,ford,f150 supercrew cab,,other,automatic,4wd;
7315161162,fairbanks,22999,2011.0,chevrolet,silverado 1500 crew cab,,other,automatic,4wd;
7315161110,fairbanks,19999,2011.0,infiniti,m,,gas,automatic,;
7315161082,fairbanks,21999,2010.0,chevrolet,avalanche,,other,automatic,4wd;
7315161016,fairbanks,25999,2015.0,subaru,wrx,,gas,manual,;
7315160996,fairbanks,21999,2012.0,chevrolet,tahoe,,other,automatic,4wd;
7315160926,fairbanks,19999,2007.0,cadillac,escalade,,gas,automatic,;
7315160904,fairbanks,22999,2008.0,cadillac,escalade esv,,gas,automatic,;
7315160902,fairbanks,42999,2016.0,chevrolet,silverado 2500hd,,diesel,automatic,4wd;
7315160825,fairbanks,28245,2005.0,chevrolet,corvette,,gas,,;
7315160804,fairbanks,31999,2012.0,chevrolet,silverado 2500 hd crew cab,,diesel,automatic,4wd;
7315160772,fairbanks,5999,2005.0,chrysler,pacifica,,gas,automatic,fwd;
7315160765,fairbanks,29999,2012.0,gmc,sierra 2500 hd crew cab,,other,automatic,4wd;
7315160725,fairbanks,30999,2015.0,subaru,wrx,,gas,manual,;
7315160685,fairbanks,26999,2013.0,ram,1500 crew cab,,gas,automatic,4wd;
7315152942,fairbanks,37999,2016.0,ford,f-150,,gas,automatic,4wd;
7315145500,fairbanks,39999,2019.0,chevrolet,silverado 1500,,gas,automatic,4wd;
7315109372,fairbanks,8000,2010.0,toyota,corolla,good,gas,manual,fwd;
7315105248,fairbanks,4500,1975.0,toyota,chinook,good,gas,automatic,;
7315096784,fairbanks,0,1994.0,dodge,viper rt/10,,gas,manual,;
7315053672,fairbanks,0,2008.0,ford,f450 super duty crew cab,,diesel,automatic,4wd;
7315023123,fairbanks,23999,2008.0,toyota,tundra double cab,,gas,automatic,4wd;
7315023031,fairbanks,18499,2008.0,gmc,sierra 1500 crew cab,,gas,automatic,4wd;
7315022998,fairbanks,20999,2008.0,chevrolet,silverado 1500,,gas,automatic,4wd;
7314988298,fairbanks,45000,2013.0,ram,2500,good,diesel,automatic,4wd;
7314987417,fairbanks,4700,2007.0,lincoln,mkz,good,gas,automatic,fwd;
7314936450,fairbanks,42999,2020.0,chevrolet,silverado 1500,,gas,automatic,4wd;
7314918119,fairbanks,13999,2018.0,kia,rio 5-door,,gas,automatic,fwd;
7314900872,fairbanks,42999,2017.0,chevrolet,tahoe,,gas,automatic,4wd;
7314881712,fairbanks,40999,2015.0,mercedes-benz,s 550,,gas,automatic,4wd;
7314863118,fairbanks,25999,2018.0,honda,cr-v,,gas,automatic,fwd;
7314862790,fairbanks,21999,2019.0,chevrolet,trax,,gas,automatic,4wd;
7314807311,fairbanks,24995,2019.0,nissan,maxima,good,gas,automatic,fwd;
